record_id,sewershed_id,wwtp_jurisdiction,source,county_fips,counties_served,population_served,sample_id,sample_collect_date,sample_type,sample_matrix,sample_location,flow_rate,concentration_method,pasteurized,pcr_type,extraction_method,major_lab_method,inhibition_detect,inhibition_adjust,ntc_amplify,pcr_target,pcr_gene_target_agg,pcr_target_avg_conc,pcr_target_units,lod_sewage,pcr_target_avg_conc_lin,pcr_target_flowpop_lin,pcr_target_mic_lin,hum_frac_target_mic,hum_frac_mic_conc,hum_frac_mic_unit,rec_eff_percent,rec_eff_target_name,rec_eff_spike_matrix,rec_eff_spike_conc,date_updated
e72b40cf383a991b9f92aa84364b1d1e,187,ca,cdc_verily,06099,Stanislaus,230000,4ba9a9731d7f7e30543844192d71eb4e,2025-08-13,24-hr flow-weighted composite,post grit removal,wwtp,20,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,246873.913,0,pepper mild mottle virus,163635253.9,copies/l wastewater,50.2,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
f81ec78701a544619c7dfa9be5608484,716,me,cdc_verily,23023,Sagadahoc,8700,5ec40e1562e20f403ef520af232b979b,2025-10-14,24-hr flow-weighted composite,post grit removal,wwtp,1.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,489491.3793,0.00001,pepper mild mottle virus,61158287.63,copies/l wastewater,69.3,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
bda7ff0ff9b17dd7484ff9adc7b6429a,81,ar,cdc_verily,05119,Pulaski,23812,6b1456949dfdfe8809ad896e8801b523,2025-09-30,24-hr time-weighted composite,raw wastewater,wwtp,5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,596138.5016,0.00001,pepper mild mottle virus,78437561.03,copies/l wastewater,89.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
de449c0d90cf264d5c6011a20d3fa63f,97,ca,cdc_verily,06013,Contra Costa,495000,9635396b1e05f7e0d2d2c3b99d0908a6,2025-09-08,24-hr flow-weighted composite,post grit removal,wwtp,35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,200740.9091,0,pepper mild mottle virus,381410419.2,copies/l wastewater,109.2,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
11078a501ec79965e345341013a8f413,1504,nc,cdc_verily,37189,Watauga,26000,a40a114fa52a97f5ee24a3a4c49b09b3,2025-08-21,24-hr flow-weighted composite,post grit removal,wwtp,2.6,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,283905,0,pepper mild mottle virus,176718693.7,copies/l wastewater,85.3,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
fccc968ba9ca5f03e9bc6368f2634c04,1179,nv,cdc_verily,32003,Clark,1250000,bb12301850e68b4cf705124fd4cb272e,2025-08-25,24-hr flow-weighted composite,post grit removal,wwtp,110,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,249836.4,0,pepper mild mottle virus,279479041.5,copies/l wastewater,129.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
321f82587e8316c68ef7a6df74edb4b7,2199,ca,cdc_verily,06057,Nevada,13754,da057949f6d86dfed0c437486de92a7c,2025-08-26,24-hr flow-weighted composite,post grit removal,wwtp,1.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,309624.4729,0.00001,pepper mild mottle virus,128863112.2,copies/l wastewater,101.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
836dfa75583d9cc14525c62a7a4614db,2135,wi,state_territory,55071,Manitowoc,34500,15ed6c8a5d7d5c12e352b4e51d9ff26e,2025-09-22,24-hr flow-weighted composite,raw wastewater,wwtp,5.406,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),17280,copies/l wastewater,53280,26640,15801668.43,0.00007,pepper mild mottle virus,377040000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
01c92b7c12056fdf0871952f1bee5e8b,1915,tx,cdc_verily,48453,Travis,529541,8cf4c7d39c250b01b936d694f64744bd,2025-09-22,24-hr time-weighted composite,raw wastewater,wwtp,56.7,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,303988.0481,0,pepper mild mottle virus,363609938.5,copies/l wastewater,70.9,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
e035a15bfee065f8ec2b3d424786a360,2171,wi,state_territory,55133,Waukesha,51000,e0acb4be3bb4dacc9a3765e1861e83a1,2025-08-19,24-hr flow-weighted composite,raw wastewater,wwtp,11.95,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,23628912.14,0.00038,pepper mild mottle virus,70616000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
b6ab7b3801745ffac1d6ef3a8b723d26,1310,ny,cdc_verily,"36047, 36061, 36081","Kings, New York, Queens",1227810,fef04e1f01b333d48e09b5ae9e2a05b3,2025-09-14,24-hr flow-weighted composite,raw wastewater,wwtp,240,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,554949.0556,0.00001,pepper mild mottle virus,148545522.8,copies/l wastewater,62.8,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
3f691f97f5c491c90efaea0dd7aea87f,128,ca,cdc_verily,06053,Monterey,16000,6c9fae54c95bf2e380590b4329028228,2025-07-29,24-hr time-weighted composite,post grit removal,wwtp,1.105,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,196071.8906,0.00001,pepper mild mottle virus,103772273.1,copies/l wastewater,54.3,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
baf988eed6711b3d4c4d9a2578d94ed1,2122,wi,state_territory,55031,Douglas,28000,6ea1070315c20e2ff32e3261c3e18a1d,2025-10-07,24-hr time-weighted composite,raw wastewater,wwtp,3.03,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,10912659.27,0.00031,pepper mild mottle virus,84640000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
b87f5032bb2e9c956f5db94aaa234fec,369,hi,cdc_verily,15009,Maui,58900,1180539f0c45d7ee4dc593fd683e9792,2025-09-23,24-hr flow-weighted composite,post grit removal,wwtp,5.56,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,267998.6078,0,pepper mild mottle virus,235406851,copies/l wastewater,124.8,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
d425c2585dc2f738e1feb14b2cce5eed,1830,sd,cdc_verily,"46099, 46083","Lincoln, Minnehaha",219000,50fbc0d94fe5924ccd0e7d94208951af,2025-10-06,grab,raw wastewater,wwtp,18,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,233346.5753,0.00001,pepper mild mottle virus,82394437.34,copies/l wastewater,56.6,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
078365af254ce52fcfa84606c771b50f,2167,wi,state_territory,55127,Walworth,30000,a42f06eff8fc85b058939f37ce719385,2025-11-12,24-hr flow-weighted composite,raw wastewater,wwtp,3.1,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,10420449.12,0.00008,pepper mild mottle virus,344160000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
e498c8acf2e4424dd137cbbde5cfe773,2113,wi,state_territory,55025,Dane,391815,08553bd22644aed576b6e078dfc683fd,2025-10-01,24-hr flow-weighted composite,raw wastewater,wwtp,38.51,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),16960,copies/l wastewater,53280,26640,9911478.852,0.00005,pepper mild mottle virus,502320000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
dda48a4ae8dab90c61a8b669c50ed3c5,120,ca,cdc_verily,06041,Marin,30000,7cdd9ecad5423ad3e20b6a0fa3d05efe,2025-10-28,24-hr time-weighted composite,post grit removal,wwtp,2.92,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,276334.2,0,pepper mild mottle virus,195114727.3,copies/l wastewater,52.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
34a655ba0615e1f096f120bb514d4b09,178,ca,cdc_verily,06087,Santa Cruz,94000,d6419390dde16f51b280455ff50a17ca,2025-11-18,24-hr flow-weighted composite,post grit removal,wwtp,3,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,90607.97872,0.00002,pepper mild mottle virus,30097764.23,copies/l wastewater,26.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
186b4522b509a8411dbdafd59d6adbd2,315,fl,cdc_verily,12095,Orange,463672,10c5b484d4abfc67f90bea28d45b2b72,2025-10-21,24-hr flow-weighted composite,raw wastewater,wwtp,35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,214303.9692,0,pepper mild mottle virus,170379469.7,copies/l wastewater,111.3,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
afffe1206bd9fe3d6a7e704e239630dd,270,ct,cdc_verily,09001,Fairfield,45878,40f9716b6b99605c16797f3bc5c878d0,2025-09-02,24-hr flow-weighted composite,raw wastewater,wwtp,9,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,556943.4151,0,pepper mild mottle virus,163122727.6,copies/l wastewater,72.9,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
4dc024a2d83f8c61ee795cf19fff6037,300,dc,cdc_verily,"24031, 11001, 51013, 24033, 51107, 51059","Fairfax, Prince Georges, District Of Columbia, Loudoun, Montgomery, Arlington",1600000,06ff2465a4316460253f93bc7ae64434,2025-09-15,24-hr time-weighted composite,post grit removal,wwtp,300,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,532321.875,0,pepper mild mottle virus,154435377.8,copies/l wastewater,133.3,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
aeb3a4193ee7547a2cfa4a51e68996fe,1915,tx,cdc_verily,48453,Travis,529541,687f26acfc953d1210096c6d196218e9,2025-11-19,24-hr time-weighted composite,raw wastewater,wwtp,56.7,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,303988.0481,0,pepper mild mottle virus,183765005.3,copies/l wastewater,47.1,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
4f21a5e10e72e0f7c49c0cd8efd2387d,115,ca,cdc_verily,"06037, 06111","Ventura, Los Angeles",75000,7e7211856c726684f6bf90c575f064f5,2025-10-30,24-hr time-weighted composite,raw wastewater,wwtp,8,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,302832,0,pepper mild mottle virus,188900146.5,copies/l wastewater,86.2,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
0325cd73a1f4da85ad25799b28ad0d10,2184,wy,cdc_verily,56039,Teton,13000,a987ed1a1d237fb3fd4361c9e382b100,2025-09-18,24-hr time-weighted composite,post grit removal,wwtp,1.85,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,404018.6539,0,pepper mild mottle virus,249332256.5,copies/l wastewater,65.3,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
a1aecae8bba6a8d97e4a54d33a6693e6,2130,wi,state_territory,"55027, 55055","Dodge, Jefferson",23660,c2e3ed9dbda114164acbbecf61ae7ff6,2025-10-28,24-hr flow-weighted composite,raw wastewater,wwtp,2.9,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,12360306.95,0.00007,pepper mild mottle virus,380960000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
e55a9b70e64faac2527433ad567b2f2b,1198,nh,cdc_verily,33019,Sullivan,6000,c7a9d2251c273aaaa47e66077919ad48,2025-09-22,24-hr time-weighted composite,post grit removal,wwtp,1.3,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,615127.5,0.0001,pepper mild mottle virus,7746252.793,copies/l wastewater,28.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
8b75785979900d011d3c31218e34a4df,1701,ok,cdc_verily,40047,Garfield,50350,4ceb925bd0ff3c6bd7817086871b37eb,2025-08-18,24-hr flow-weighted composite,post grit removal,wwtp,8,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,451090.3674,0,pepper mild mottle virus,164555720.4,copies/l wastewater,67.8,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
efb467dc7fb286d58e5dcb018a45b1f2,1081,mo,cdc_verily,29099,Jefferson,48000,90f773c0d1627180dd9e1568819e893a,2025-08-05,grab,post grit removal,wwtp,1.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,88720.3125,0.00002,pepper mild mottle virus,38095843.96,copies/l wastewater,77.8,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
2b83fb00b17c5d77e964484a5c42979c,1392,ny,cdc_verily,36085,Richmond,224516,f09ccaae4ff88d95889890788492b0d2,2025-08-17,24-hr flow-weighted composite,raw wastewater,wwtp,28,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,354065.6345,0.00001,pepper mild mottle virus,126531494.1,copies/l wastewater,77.2,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
4364119f24157404f2a095966591829d,2175,wi,state_territory,55135,Waupaca,8000,5ca849aa52d944a0a524515228c2eb85,2025-09-29,24-hr flow-weighted composite,raw wastewater,wwtp,1.039,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,13096991.9,0.00011,pepper mild mottle virus,242640000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
195ff5eaf5a0c6b6c5a812962137a17f,1179,nv,cdc_verily,32003,Clark,1250000,798f245a3f6cc325610bafd540e5e809,2025-09-17,24-hr flow-weighted composite,post grit removal,wwtp,110,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,249836.4,0,pepper mild mottle virus,390408015.3,copies/l wastewater,123.2,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
c27e676e65af80a121809cc82aa61140,361,hi,cdc_verily,15003,Honolulu,47000,8552e4d37ef0741f7343c4bb9fae9c7c,2025-11-05,24-hr flow-weighted composite,raw wastewater,wwtp,4,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,241621.2766,0.00003,pepper mild mottle virus,26797985.38,copies/l wastewater,21.6,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
c8442b62116d206384d7e9c112b84c7a,554,ks,cdc_verily,20177,Shawnee,95000,86865a0f50f52634ba26a15dfbc219f0,2025-10-22,24-hr time-weighted composite,raw wastewater,wwtp,12,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,358616.8421,0.00001,pepper mild mottle virus,63678161.62,copies/l wastewater,131.5,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
4e4d6fa5235142b944f3c79cd6861989,357,hi,cdc_verily,15001,Hawaii,32604,97c3eb8560134efde3af036195317b73,2025-11-24,24-hr flow-weighted composite,post grit removal,wwtp,3,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,261230.2172,0.00001,pepper mild mottle virus,55210200.39,copies/l wastewater,53.7,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
e5af1de4e53f3b2880455f236d18d672,139,ca,cdc_verily,06065,Riverside,91980,a23871edbd2c6d0587aa00335284ce04,2025-09-17,24-hr time-weighted composite,post grit removal,wwtp,6,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,185195.6947,0,pepper mild mottle virus,189708665.1,copies/l wastewater,35.9,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
560d46bd997955d40857677e39cfb996,314,fl,cdc_verily,12095,Orange,59587,dfd8bdce5b9d90ab8cebc167d3d990ac,2025-08-24,24-hr flow-weighted composite,raw wastewater,wwtp,7,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,333518.2171,0,pepper mild mottle virus,196559476.4,copies/l wastewater,108.4,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
cf1cf34b0cffc257a9503f3a2dd5da88,1867,tx,cdc_verily,48167,Galveston,115000,fe614ab2044b2367a022c0896c0ac80d,2025-10-16,24-hr time-weighted composite,post grit removal,wwtp,6.5,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,160468.0435,0,pepper mild mottle virus,184308406,copies/l wastewater,63.5,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
58eb211ba72b6020ba7f5c0af33fbe81,2157,wi,state_territory,55109,Saint Croix,19680,3fd769d189901c831a428b4efe15868f,2025-09-15,24-hr flow-weighted composite,raw wastewater,wwtp,1.461,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,7486367.115,0.00018,pepper mild mottle virus,146000000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
6f68b4bdcdba0ce9fc32c2e8bd175bac,101,ca,cdc_verily,06017,El Dorado,30000,71c257a7ffa3772c41df2c5ae3a06f81,2025-10-08,24-hr flow-weighted composite,post grit removal,wwtp,4,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,1500,750,378540,0,pepper mild mottle virus,222516019.4,copies/l wastewater,57.3,bcov vaccine,clarified sample,5,12/01/2025 10:30:00 AM
ae71c66607b2c995edd20f555f30c30c,2132,wi,state_territory,55059,Kenosha,122000,7d04308c5b5086b5ac1d4f91fdebb609,2025-09-22,24-hr flow-weighted composite,raw wastewater,wwtp,15.38,ceres nanotrap,no,qiagen dpcr,promega automated tna kit,2,not tested,,no,mev_wt,mev_n_gene_wt (wwscan),0,copies/l wastewater,53280,26640,12712837.72,0.00011,pepper mild mottle virus,236480000,copies/l wastewater,-1,bcov vaccine,raw sample,-1,12/01/2025 10:30:00 AM
